TOA5;CR1000XLagunaPiedra;CR1000X;22185;CR1000X.Std.04.02;CPU:FuentePiedraV3.1.CR1X;57757;flux;;;;;;;;;;;;;;;;;;
TIMESTAMP;RECORD;Ux_rmy_Avg;Uy_rmy_Avg;Uz_rmy_Avg;Ts_rmy_Avg;diag_rmy_Avg;CO2_Avg;H2O_Avg;press_Avg;diag_irga_Avg;rh_hmp_Avg;t_hmp_Avg;e_hmp_Avg;panel_temp_raw_Avg;batt_volt_Avg;Rn_meas_Avg;Par_i_Avg;Par_r_Avg;Tsoil_Avg(1);Tsoil_Avg(2);Tsoil_Avg(3);shf_Avg;n_nnd_Tot;n_NaN_Tot;num_Tot
TS;RN;m/s;m/s;m/s;C;unitless;mmol/m^3;mmol/m^3;kPa;unitless;percent;C;kPa;C;V;W/m^2;mV;mV;C;C;C;;;;
;;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Tot;Tot;Tot
23/11/2021 21:30;1368;-0.999965;0.5435916;0.1745083;5.634.579;0;168.452;3.952.164;9.639.198;248;8.717.483;9.636.535;1.043.942;704.582;1.179.532;-4.611.972;1.652.742;-10736.65;905.722;8.370.434;1.102.628;-7.999.313;0;0;18000
23/11/2021 22:00;1369;-0.6654111;0.233885;0.09295111;4.960.506;0;1.688.164;3.735.932;9.641.874;248;8.781.719;9.041.234;1.010.468;6.426.376;1.177.455;-7.259.083;167.858;-10677.49;8.762.059;7.652.746;1.070.827;-8.387.719;0;0;18000
23/11/2021 22:30;1370;-1.444.154;0.7073333;0.2487233;5.191.183;0;1.687.995;3.750.614;964.535;248;8.801.904;922.874;1.025.616;5.770.156;1.174.621;-3.847.961;1.759.177;-10748.29;8.414.647;7.465.674;1.032.345;-8.981.484;0;0;18000
23/11/2021 23:00;1371;-1.604.457;0.788905;0.2561889;5.300.434;0;1.688.366;3.806.831;9.646.796;248;869.147;9.399.387;1.024.354;6.132.104;1.172.691;-5.166.837;1.756.835;-10721.01;8.309.469;7.436.064;1.007.202;-9.470.161;0;0;18000
23/11/2021 23:30;1372;-1.017.732;0.8006338;0.1929694;488.099;0;1.691.151;3.693.654;964.837;248;8.664.153;9.038.814;0.9966586;6.114.516;1.170.239;-7.923.863;1.728.079;-10664.45;8.081.246;685.479;9.824.252;-9.619.488;0;0;18000
24/11/2021 00:00;1373;0.1682933;0.3545217;0.01804111;4.654.005;0;1.694.222;3.584.206;9.650.314;248;8.654.831;880.557;0.9801439;5.370.629;1.167.569;-7.246.687;1.739.268;-10676.66;7.705.265;6.195.611;947.051;-9.878.267;0;0;18000
24/11/2021 00:30;1374;0.8080877;0.6672183;-0.001073889;4.322.546;0;1.696.984;3.494.611;9.650.082;248;8.727.792;8.517.109;0.9691768;464.155;1.165.327;-6.706.293;1.761.358;-10683.35;7.331.403;5.674.451;9.080.765;-104.033;0;0;18000
24/11/2021 01:00;1375;-0.3840416;0.3626733;0.05393;3.636.916;0;1.704.906;3.364.922;9.650.462;248;8.821.677;7.909.211;0.9400613;4.284.843;1.162.839;-3.219.262;1.673.447;-10758.02;7.078.795;5.542.071;8.742.906;-1.099.388;0;0;18000
24/11/2021 01:30;1376;-0.296455;0.581955;0.06419222;3.614.245;0;17.02;341.584;9.652.406;248;8.960.765;7.857.053;0.9515072;4.330.182;1.159.769;-3.225.602;1.729.184;-10755.78;7.120.999;5.897.827;8.584.572;-1.120.039;0;0;18000
24/11/2021 02:00;1377;-0.2503083;0.5829972;0.05613111;3.350.562;0;1.708.257;3.262.232;9.653.078;248;9.080.029;7.526.628;0.942889;422.712;1.157.042;-2.993.033;1.716.908;-10759.55;7.094.717;5.863.962;8.486.067;-1.091.906;0;0;18000
24/11/2021 02:30;1378;-0.1056183;0.645225;0.05062;3.418.412;0;169.161;3.079.584;9.653.568;2.480.522;9.137.798;7.673.956;0.9583592;4.168.891;1.154.295;-5.847.433;174.519;-10693.75;7.025.434;5.528.111;8.378.263;-1.065.532;0;0;18000
24/11/2021 03:00;1379;-0.2257278;0.04973111;0.02942166;2.684.734;0;1.413.205;1.647.031;9.654.648;2.494.818;9.207.608;6.894.397;0.9153155;3.375.624;1.150.805;-6.059.958;1.657.475;-10687.97;6.668.525;4.723.336;8.105.813;-106.806;0;0;18000
24/11/2021 03:30;1380;-0.599125;0.6918822;0.1116106;1.637.734;0;9.500.727;-3.140.599;9.655.043;2.522.668;9.269.064;6.059.541;0.870814;2.418.101;1.146.741;-5.586.029;1.674.231;-10695.25;6.285.848;4.121.202;7.739.999;-1.124.265;0;0;18000
24/11/2021 04:00;1381;-0.4807578;0.4992194;0.06493944;134.866;0;5.710.963;-1.373.453;9.654.667;2.545.673;9.389.213;5.673.985;0.8581159;1.769.746;114.248;-5.372.697;1.667.575;-10696.34;5.965.552;3.715.457;7.383.318;-1.188.354;0;0;18000
24/11/2021 04:30;1382;-0.5253366;0.6622989;0.08504777;1.569.963;0;1.033.859;3.335.719;9.654.557;255;9.401.029;5.847.157;0.8695594;1.438.439;1.139.245;-5.637.191;17.251;-10688.84;5.694.831;338.374;7.062.509;-1.233.284;0;0;18000
24/11/2021 05:00;1383;0.5490744;0.8045194;0.01750833;0.6920194;0;1.812.899;7.423.184;9.654.356;255;9.430.339;5.298.995;0.8396453;1.445.765;1.134.947;-5.326.478;1.797.936;-10691.66;5.461.993;3.243.439;678.062;-1.270.798;0;0;18000
24/11/2021 05:30;1384;0.2392233;0.4862933;0.007730555;0.5287094;0;1.899.969;2070.8;9.655.972;255;95.37;5.027.781;0.8331161;1.295.331;1.131.304;-589.249;1.674.736;-10680.57;5.263.983;3.012.401;6.561.943;-1.289.805;0;0;18000
24/11/2021 06:00;1385;0.4952977;0.7732044;0.01404944;0.4763111;0;2.509.854;3742.84;9.657.762;255;9.564.214;4.990.424;0.8333294;0.9882105;1.128.814;-5.824.271;1.711.242;-10682.21;5.013.118;2.702.578;6.325.426;-1.301.163;0;0;18000
24/11/2021 06:30;1386;-0.2015078;0.3868233;0.06365111;1.922.582;0;273.291;3502.9;9.660.818;255;9.602.028;5.892.096;0.8915522;1.138.461;1.126.525;-4.963.551;1.747.506;-10706.06;4.836.321;2.668.387;6.104.403;-1.319.358;0;0;18000
24/11/2021 07:00;1387;0.4877005;0.5892888;0.02600167;1.492.563;0;2.717.488;2.815.593;966.218;255;9.536.375;5.849.184;0.8819905;1.752.972;1.125.484;-5.305.474;2.007.099;-10698.8;4.780.173;2.705.471;5.968.122;-1.317.798;0;0;18000
24/11/2021 07:30;1388;0.7128672;0.98769;0.02016361;1.484.723;0;2.554.807;2.302.549;9.663.089;255;9.560.461;5.846.138;0.8840439;1.886.129;1.124.799;-5.249.295;162.061;-10698.89;4.656.972;2.531.303;5.834.292;-1.306.087;0;0;18000
24/11/2021 08:00;1389;-0.6695328;0.5106827;0.1209572;2.170.116;0;2.419.029;9.796.846;9.664.026;2.543.649;9.543.895;6.443.823;0.9212766;2.108.305;115.853;-1.190.822;8.013.047;-10557.35;4.687.542;3.204.439;5.723.379;-128.928;0;0;18000
24/11/2021 08:30;1390;0.2379261;0.1244755;0.0597361;3.660.301;0;1.763.113;3.141.865;9.665.414;2.480.414;9.379.626;8.205.195;1.020.187;3.698.885;1.260.523;-113.202;2.003.376;-10599.71;5.393.384;5.142.652;5.843.497;-1.185.313;0;0;18000
24/11/2021 09:00;1391;-0.1200833;-1.091.041;0.03478333;4.199.211;0;1.729.629;349.003;9.666.218;248;9.195.625;8.947.464;1.051.475;539.018;1.292.369;-8.271.045;3.464.164;-10688.13;6.464.105;7.472.873;6.298.992;-9.856.725;0;0;18000
24/11/2021 09:30;1392;0.5099366;-0.9321872;0.00067;4.611.994;0;1.723.925;3.556.388;9.668.075;248;8.870.332;9.258.036;1.035.478;6.669.567;1.301.248;-4.426.643;4.596.795;-10785.57;7.727.635;9.811.042;7.111.399;-7.214.713;0;0;18000
24/11/2021 10:00;1393;0.6243072;-0.3483389;-0.003169722;5.704.505;0;1.714.456;3.696.848;9.669.009;248;8.295.688;1.063.591;10.619;7.965.695;128.614;1.119.637;5.708.293;-10919.92;92.567;1.222.897;8.128.837;-4.518.396;0;0;18000
24/11/2021 10:30;1394;0.5868577;-0.9970472;-0.01312167;6.385.261;0;171.039;3.797.794;9.668.073;248;7.737.607;1.103.625;1.017.429;9.476.475;1.315.012;6.024.302;6.790.743;-11037.47;1.073.692;1.458.985;9.357.855;-2.415.398;0;0;18000
24/11/2021 11:00;1395;-1.375.147;0.4557561;0.1788422;8.497.501;0;1.696.231;3.912.204;966.516;248;732.049;1.261.153;1.067.774;1.090.216;1.318.676;1.518.724;7.721.976;-11250.13;1.244.301;1.664.044;1.070.625;2.867.214;0;0;18000
24/11/2021 11:30;1396;-1.536.463;1.213.455;0.186245;9.286.607;0;1.691.334;3.934.053;9.663.395;2.480.009;6.762.456;1.326.145;102.972;1.278.916;1.305.477;2.259.963;8.110.027;-11432.19;1.393.989;188.584;1.202.944;2.440.562;0;0;18000
24/11/2021 12:00;1397;-1.068.829;2.135.262;0.2320322;9.489.174;0;1.691.142;3.896.719;9.660.878;248;6.709.187;133.212;1.025.505;1.361.249;1.296.148;1.829.108;6.917.636;-11326.36;1.453.869;1.845.485;1.325.332;4.324.919;0;0;18000
24/11/2021 12:30;1398;-2.131.221;1.412.774;0.3102794;1.005.893;0;1.686.388;3.932.085;9.659.364;248;6.454.636;1.392.574;1.026.392;1.380.371;128.498;2.600.892;8.262.249;-11626.46;1.498.823;1.904.842;1.398.936;523.526;0;0;18000
24/11/2021 13:00;1399;-2.817.638;1.320.583;0.385695;9.864.894;0;1.687.889;3.832.399;9.657.781;248;6.305.514;1.375.983;0.9918984;1.430.833;1.286.165;2.151.655;6.323.535;-11557.63;153.756;1.910.345;1.467.383;6.064.638;0;0;18000
24/11/2021 13:30;1400;-2.864.268;1.113.542;0.31681;1.034.012;0;1.682.395;3.901.167;9.653.887;248;6.260.717;1.418.287;1.012.215;1.450.266;1.284.084;3.610.156;8.471.384;-11896.05;1.536.136;1.945.733;151.132;6.334.571;0;0;18000
24/11/2021 14:00;1401;-2.043.852;1.359.454;0.31548;1.048.166;0;167.942;4.052.738;9.651.008;248;6.400.368;142.123;1.036.734;1.499.439;1.294.896;1.721.085;4.934.611;-11459.98;1.556.568;1.927.741;1.568.507;682.874;0;0;18000
24/11/2021 14:30;1402;-2.674.265;1.058.672;0.3332933;1.081.956;0;1.673.582;4.096.215;9.649.107;248;6.367.317;1.450.596;1.051.043;1.503.483;1.279.724;1.656.564;3.689.756;-11437.93;1.512.902;1.844.997;1.585.853;6.784.554;0;0;18000
24/11/2021 15:00;1403;-241.952;1.462.203;0.4073972;1.035.226;0;1.675.562;4.183.297;9.647.317;248;6.669.872;1.401.632;1.066.589;144.252;1.243.224;4.570.279;1.481.125;-11151.77;143.483;1.644.575;1.560.995;559.744;0;0;18000
24/11/2021 15:30;1404;-1.835.814;1.523.662;0.3216172;1.005.958;0;1.677.787;4.262.715;964.645;248;6.932.128;1.372.002;1.087.397;1.353.487;1.224.025;2.043.624;9.292.005;-11080.64;1.355.146;1.512.553;150.888;3.691.523;0;0;18000
24/11/2021 16:00;1405;-128.053;1.187.759;0.2362511;991.587;0;167.856;4.254.498;9.644.256;248;7.068.733;1.355.942;1.097.334;1.291.867;1.215.971;1.538.787;5.798.737;-11019.67;130.001;1.437.921;1.466.597;1.990.974;0;0;18000
24/11/2021 16:30;1406;-1.946.977;0.7655761;0.2507061;997.642;0;1.675.264;4.224.905;9.642.754;248;6.999.062;1.360.895;1.090.021;1.248.172;1.207.451;-1.205.864;3.904.309;-10982.87;1.250.212;1.359.853;1.422.489;7.682.863;0;0;18000
24/11/2021 17:00;1407;-1.336.663;0.4880222;0.1614905;9.851.112;0;1.674.818;4.295.909;9.640.799;248;7.103.041;1.348.097;1.097.009;1.209.119;1.203.847;-2.610.792;3.016.359;-10940.48;1.206.634;1.296.628;1.380.807;-2.500.271;0;0;18000
24/11/2021 17:30;1408;-1.140.756;-0.007238888;0.04660333;953.721;0;1.678.933;4.304.705;9.638.747;248;7.253.491;1.315.635;1.096.776;1.159.169;1.197.515;-4.553.009;357.867;-10877.45;1.164.254;1.220.214;1.341.055;-1.082.567;0;0;18000
24/11/2021 18:00;1409;-0.6673188;0.167435;0.066965;9.049.781;0;1.683.737;437.619;9.637.545;248;7.497.893;1.267.362;1.098.429;1.086.174;1.194.058;-3.884.483;0.09870292;-10852.59;1.117.598;1.148.339;1.297.611;-1.992.801;0;0;18000
24/11/2021 18:30;1410;-0.471595;0.03216722;0.04112111;8.779.393;0;1.688.098;4.374.543;9.637.233;248;768.606;1.240.673;1.106.461;1.013.848;1.191.636;-2.507.747;0.09403606;-10842.41;1.079.219;1.097.264;1.257.255;-2.880.401;0;0;18000
24/11/2021 19:00;1411;-0.4736805;-0.09360055;0.02053167;8.835.405;0;1.695.205;4.317.167;9.636.621;248;7.760.478;1.239.621;1.116.414;9.911.121;1.189.396;-1.881.641;0.1392426;-10842.12;1.062.578;1.098.269;1.228.593;-3.627.241;0;0;18000
24/11/2021 19:30;1412;-0.9636666;-0.1395694;0.02070917;9.097.299;0;1.695.724;4.170.565;963.665;248;7.634.782;1.260.845;1.113.662;1.005.525;1.186.734;-1.812.832;0.1411518;-10858.84;1.053.209;1.093.388;1.210.642;-3.943.586;0;0;18000
24/11/2021 20:00;1413;-1.840.037;-0.1534433;0.04228389;9.214.007;0;1.686.706;4.181.433;9.637.136;248;7.334.052;1.287.654;1.088.854;1.046.459;1.184.664;-3.083.617;0.1743121;-10853.84;1.039.993;1.072.655;1.195.156;-420.787;0;0;18000
24/11/2021 20:30;1414;-2.105.228;-0.2089117;0.05920833;91.116;0;1.687.041;4.189.511;963.633;248;735.787;1.279.322;108.644;1.073.663;1.181.493;-2.925.677;0.1578151;-10864.21;1.023.761;1.054.986;1.177.407;-4.570.092;0;0;18000
24/11/2021 21:00;1415;-2.686.591;-0.3793128;0.03277;8.663.808;0;1.687.369;4.147.448;9.635.615;248;7.372.702;1.242.541;1.062.649;106.109;1.179.465;-8.233.579;0.2402248;-10746.16;9.987.781;9.868.692;1.157.992;-497.098;0;0;18000
24/11/2021 21:30;1416;-2.228.367;-0.1459994;0.06175944;8.187.352;0;1.689.816;4.198.217;9.637.505;248;7.626.339;1.197.153;1.066.818;9.857.499;1.177.072;-7.672.754;0.2069302;-10734.13;9.537.602;9.125.408;1.121.347;-5.708.503;0;0;18000
24/11/2021 22:00;1417;-1.814.079;0.2597333;0.163935;7.769.548;0;169.135;4.248.416;9.638.599;248;7.890.656;1.160.719;1.077.535;9.334.115;1.174.933;-7.114.516;0.1959281;-10719.96;9.257.601;8.831.047;1.087.077;-6.336.694;0;0;18000
24/11/2021 22:30;1418;-1.701.073;0.056715;0.09422333;7.417.139;0;1.692.397;4.221.425;9.639.418;248;8.110.242;1.122.893;1.080.149;8.654.505;1.171.865;-7.735.275;0.199965;-10678.13;8.961.771;8.299.716;1.055.933;-6.671.215;0;0;18000
24/11/2021 23:00;1419;-2.466.469;0.08064555;0.1155011;7.462.991;0;1.692.398;4.257.279;9.639.476;248;8.250.103;112.748;1.102.167;8.410.266;1.169.858;-6.635.831;0.3049368;-10687.7;8.729.262;8.194.172;1.026.282;-7.203.719;0;0;18000
24/11/2021 23:30;1420;-2.206.923;0.1581044;0.1316155;7.492.035;0;1.691.906;4.316.333;9.639.772;248;8.342.756;1.131.227;111.729;8.589.782;1.167.625;-6.491.838;0.2824895;-10681.81;8.631.073;8.201.951;1.007.772;-7.453.002;0;0;18000
25/11/2021 00:00;1421;-2.338.839;0.2573911;0.1502089;7.653.976;0;1.690.489;4.376.863;9.638.029;248;8.445.839;1.143.757;1.140.562;8.721.717;1.165.147;-3.639.709;0.2640963;-10738.37;8.590.806;8.380.221;994.171;-74.187;0;0;18000
25/11/2021 00:30;1422;-239.335;-0.1551139;0.04791;7.892.145;0;168.946;4.430.217;9.635.524;248;8.492.181;1.163.181;1.161.634;9.129.217;1.162.161;-3.227.208;0.2716964;-10748.95;8.712.643;8.745.328;993.237;-7.155.151;0;0;18000
25/11/2021 01:00;1423;-2.236.917;-0.2382428;0.02395722;8.050.607;0;1.687.631;4.453.153;963.266;248;8.502.653;1.176.546;1.173.379;9.504.803;1.160.174;-301.254;0.2492334;-10755.79;8.822.348;8.980.954;9.976.447;-6.731.138;0;0;18000
25/11/2021 01:30;1424;-1.786.604;-0.02939611;0.06585667;7.570.296;0;1.690.681;4.392.825;9.629.436;248;8.487.714;1.140.981;1.144.181;9.488.588;1.157.637;-6.630.325;0.263539;-10673.87;8.812.752;8.672.158;9.989.613;-6.329.588;0;0;18000
25/11/2021 02:00;1425;-1.475.196;0.1452772;0.09090722;68.149;0;1.691.209;4.209.602;9.626.436;248;8.585.954;1.069.542;1.103.668;865.025;1.154.404;-8.118.699;0.2562251;-10627.06;8.513.085;7.870.401;9.807.972;-633.214;0;0;18000
25/11/2021 02:30;1426;-1.215.853;0.5264639;0.1843367;6.571.021;0;1.688.453;4.091.216;9.624.579;248;8.685.976;1.045.195;1.098.562;7.693.583;1.150.974;-7.477.447;0.281977;-10630.58;8.166.162;7.255.405;9.503.839;-6.828.033;0;0;18000
25/11/2021 03:00;1427;-0.3124644;0.08994722;0.04972944;6.029.802;0;1.691.155;3.894.226;9.624.924;248;8.698.925;988.438;1.059.328;6.854.936;1.148.156;-6.359.249;0.2790274;-10643.56;7.817.831;6.680.265;9.175.634;-745.647;0;0;18000
25/11/2021 03:30;1428;-0.5451055;0.1361978;0.04128611;6.017.914;0;1.689.784;3.817.624;9.623.507;248;8.744.336;9.886.767;1.064.894;6.048.727;1.144.964;-6.833.966;0.3470919;-10627.36;7.457.227;6.170.955;884.615;-8.164.298;0;0;18000
25/11/2021 04:00;1429;-0.6499522;0.1167028;0.05186889;5.881.059;0;1.687.088;379.56;9.620.159;248;8.790.515;9.770.675;1.062.202;5.921.109;1.141.305;-6.744.202;0.3666869;-10632.66;719.546;5.910.883;8.550.488;-8.873.252;0;0;18000
25/11/2021 04:30;1430;0.6349599;-0.5034466;0.03931;544.286;0;1.693.968;3.739.236;9.617.081;248;8.821.931;9.467.314;1.044.586;5.685.846;113.772;-5.896.788;0.3368324;-10644;6.946.939;5.613.555;8.291.457;-9.330.839;0;0;18000
25/11/2021 05:00;1431;0.08729944;-1.274.579;0.04133111;5.677.626;0;1.692.607;379.619;9.615.527;248;8.811.641;9.744.685;1.063.426;5.596.653;1.133.721;-5.471.916;0.3999973;-10646.8;6.735.801;5.475.533;8.060.946;-9.840.411;0;0;18000
25/11/2021 05:30;1432;0.2909905;0.548465;0.05723388;4.625.648;0;1.704.243;3.589.447;961.432;248;8.777.013;8.857.532;0.9974563;5.600.451;1.129.911;-6.115.765;0.3758716;-10639.66;6.572.316;5.240.405;7.862.061;-9.991.838;0;0;18000
25/11/2021 06:00;1433;0.1729978;0.4165383;0.01100833;5.124.475;0;1.698.046;3.599.951;961.293;248;8.856.158;906.976;1.021.118;5.106.633;1.126.688;-6.076.285;0.3929901;-10636.43;6.375.493;491.699;7.642.488;-9.979.159;0;0;18000
25/11/2021 06:30;1434;0.2970461;0.2844283;0.01582111;4.191.269;0;1.712.341;3.474.632;96.124;248;8.862.474;8.378.373;0.9756024;4.764.034;1.124.599;-5.805.584;0.3521451;-10642.56;6.167.757;4.598.371;7.427.167;-1.017.862;0;0;18000
25/11/2021 07:00;1435;0.4827189;0.7666878;0.008057778;3.399.114;0;172.369;321.968;9.614.059;248;892.037;7.771.743;0.9417782;4.160.845;1.122.021;-5.638.878;0.7488772;-10644.81;5.955.572;4.313.812;7.182.456;-1.045.993;0;0;18000
25/11/2021 07:30;1436;0.277085;0.9015505;0.04332167;3.445.417;0;171.613;3.029.957;9.616.048;248;9.044.905;766.208;0.9482274;3.877.575;1.121.016;-2.107.321;9.797.585;-10723.75;5.826.759;4.442.769;6.971.368;-1.073.691;0;0;18000
25/11/2021 08:00;1437;-0.8558144;-0.4613783;0.05307944;4.828.342;0;1.713.316;3.703.614;9.617.919;248;9.081.398;8.754.052;1.025.401;4.733.491;11.229;0.1412622;2.524.626;-10768.81;6.142.428;5.603.983;7.014.539;-1.059.054;0;0;18000
25/11/2021 08:30;1438;-212.344;-0.3713305;0.05801666;6.118.953;0;1.702.625;3.999.959;9.618.274;248;899.024;1.010.028;111.069;6.132.189;1.137.074;244.512;8.940.785;-10833.47;663.822;6.784.574;7.305.352;-9.574.229;0;0;18000
25/11/2021 09:00;1439;-0.2496333;-1.912.551;0.04271722;5.846.489;0;1.710.949;3.982.636;9.618.522;248;880.489;1.008.858;1.087.114;7.428.545;1.251.546;-2.507.834;2.531.731;-10743.35;7.369.686;8.401.569;7.782.015;-8.018.549;0;0;18000
25/11/2021 09:30;1440;0.72456;-1.276.408;-0.01534278;6.294.502;0;1.709.431;4.080.872;9.619.838;248;8.657.329;1.054.973;1.102.111;8.283.846;1.277.552;-1.889.546;3.845.132;-10785.1;8.308.596;1.066.386;8.376.794;-5.828.564;0;0;18000
25/11/2021 10:00;1441;0.2708128;-1.746.025;0.03539111;7.460.215;0;1.692.304;4.096.528;9.620.338;248;8.396.996;1.139.591;1.130.758;9.270.041;1.234.016;4.344.677;2.447.695;-10946.17;9.118.613;1.076.778;9.088.779;-3.576.516;0;0;18000
25/11/2021 10:30;1442;-0.2681916;-0.587605;0.007960555;894.992;0;1.682.125;4.109.425;9.620.123;248;7.895.733;1.295.209;1.177.578;1.071.014;1.267.961;1.376.104;4.330.563;-11231.61;9.956.341;1.296.148;9.730.606;-2.598.814;0;0;18000
25/11/2021 11:00;1443;-1.183.044;-0.5599583;0.06360888;9.757.582;0;1.675.126;3.990.976;9.618.772;248;6.974.855;1.366.045;1.089.775;1.251.793;1.255.865;1.305.525;3.379.714;-11282.79;1.096.566;1.421.298;1.070.315;-9.706.821;0;0;18000
25/11/2021 11:30;1444;-1.145.949;0.4187661;0.1459328;1.023.346;0;1.671.136;4.051.411;961.487;248;6.666.143;1.403.086;1.067.055;1.371.104;1.254.529;1.279.404;3.280.437;-11320.59;1.150.402;1.480.945;1.149.109;510.345;0;0;18000
25/11/2021 12:00;1445;-2.289.485;0.5268983;0.2254939;1.050.588;0;1.664.989;4.166.873;961.104;248;6.707.545;1.417.234;1.083.629;142.445;124.096;1.178.411;2.560.619;-11303.06;1.175.166;1.456.702;1.207.099;1.567.375;0;0;18000
25/11/2021 12:30;1446;-2.573.785;0.3172961;0.1960217;1.103.452;0;1.659.292;4.298.011;9.607.484;248;6.713.385;1.468.127;1.121.054;1.428.329;1.269.845;1.704.324;4.448.925;-11438.64;1.194.053;1.500.715;1.241.055;1.990.868;0;0;18000
25/11/2021 13:00;1447;-3.191.042;0.3646778;0.227;1.124.588;0;1.657.048;4.239.655;9.603.517;248;640.477;1.508.132;1.097.819;1.486.242;1.277.003;2.049.381;5.940.071;-11540.92;131.776;1.727.717;1.309.491;2.838.828;0;0;18000
25/11/2021 13:30;1448;-3.625.076;-0.1736083;0.10802;1.124.682;0;1.651.052;4.167.985;9.601.331;248;6.281.374;152.021;1.084.408;1.482.551;128.753;3.017.003;7.743.896;-11760.39;1.354.338;1.705.468;1.377.145;4.036.227;0;0;18000
25/11/2021 14:00;1449;-334.118;0.1987817;0.1949283;1.091.015;0;1.652.225;4.116.276;9.599.137;248;6.266.967;1.477.189;1.052.587;1.515.815;1.284.661;245.651;6.228.461;-11631.58;1.418.202;1.791.695;1.441.498;4.745.492;0;0;18000
25/11/2021 14:30;1450;-2.943.573;-0.7641894;0.05503333;1.099.343;0;1.649.929;397.761;9.596.798;248;6.072.463;1.479.998;1.021.765;1.492.573;1.276.878;1.429.348;3.833.654;-11386.39;1.394.487;1.682.629;1.483.981;5.033.432;0;0;18000
25/11/2021 15:00;1451;-3.009.486;0.1570956;0.1999078;1.108.625;0;1.649.375;4.055.069;9.598.582;248;6.132.804;1.477.473;1.029.871;1.470.674;1.276.277;1.244.289;2.916.007;-11337.9;1.348.377;1.617.264;1.475.815;3.992.554;0;0;18000
25/11/2021 15:30;1452;-2.177.776;-0.03870944;0.1065922;1.118.156;0;1.648.885;4.170.322;9.599.175;248;634.912;1.481.805;1.069.406;1.446.388;1.282.931;1.168.602;2.993.517;-11316.83;1.315.438;155.959;1.461.959;3.138.019;0;0;18000
25/11/2021 16:00;1453;-2.225.634;-0.5931561;0.03342666;1.139.695;0;1.647.846;4.087.359;959.882;248;6.087.738;1.513.267;1.046.424;1.467.807;1.296.754;1.598.375;320.233;-11412.83;1.289.847;1.560.138;1.454.483;2.550.797;0;0;18000
25/11/2021 16:30;1454;-2.248.747;-0.3154166;0.05813111;110.313;0;1.647.185;4.044.594;960.052;248;6.135.667;1.469.246;1.025.071;1.454.391;124.466;3.224.267;1.359.595;-11120.63;1.266.019;1.462.129;1.447.617;1.743.615;0;0;18000
25/11/2021 17:00;1455;-199.747;0.04802166;0.08812;1.025.698;0;1.650.119;3.977.652;959.998;248;6.291.577;1.394.687;1.001.439;1.348.228;1.218.602;-5.304.641;4.776.501;-10918.6;1.200.362;1.289.748;1.406.032;5.262.395;0;0;18000
25/11/2021 17:30;1456;-0.6522777;0.05782777;0.03075111;948.562;0;1.652.795;4.033.998;9.596.014;248;6.667.034;1.310.375;1.004.523;11.548;1.201.571;-6.492.171;4.514.323;-10838.18;1.118.699;1.131.992;1.339.246;-9.986.753;0;0;18000
25/11/2021 18:00;1457;-0.1710611;0.5706811;0.06035778;8.147.415;0;1.663.325;4.066.615;9.596.108;248;7.078.333;1.202.113;0.9934118;9.658.247;119.542;-6.274.784;0.04873567;-10764.98;10.502;1.020.203;1.272.088;-2.516.084;0;0;18000
25/11/2021 18:30;1458;-0.6953267;0.6033394;0.097565;6.883.263;0;1.673.204;4.059.269;9.600.327;248;7.815.975;1.069.498;1.005.084;8.183.311;1.190.869;-3.377.285;0.01979305;-10775.61;9.966.581;959.319;1.208.034;-4.053.061;0;0;18000
25/11/2021 19:00;1459;-1.474.042;0.2445633;0.1215361;8.251.733;0;1.672.847;416.516;9.604.342;248;7.894.416;1.193.041;1.101.347;8.340.405;118.744;-2.653.013;0.1525057;-10824.18;9.846.668;9.999.639;1.168.836;-5.065.018;0;0;18000
25/11/2021 19:30;1460;-1.561.406;0.4965256;0.1903267;8.070.289;0;1.891.439;9.419.574;9.608.059;2.521.968;7.981.007;1.181.948;1.105.222;9.181.935;1.183.906;-5.284.375;0.5805991;-10726.81;9.829.597;1.009.497;1.152.748;-5.214.624;0;0;18000
25/11/2021 20:00;1461;-0.3407022;0.4395061;0.1011828;7.880.723;0;1.880.069;9.103.835;9.608.257;2.540.229;8.338.368;1.169.063;1.145.001;9.401.488;1.180.946;-2.769.397;121.265;-10811.25;9.764.943;1.004.118;1.142.751;-5.003.063;0;0;18000
25/11/2021 20:30;1462;0.5964311;0.7314956;0.02185389;7.906.344;0;2.130.508;-2.033.911;9.610.432;2.527.148;8.572.001;1.161.774;1.171.494;9.423.103;1.179.416;-2.209.264;1.547.912;-10825.98;9.714.431;9.862.154;1.134.371;-4.826.116;0;0;18000
25/11/2021 21:00;1463;0.4700194;0.5881767;0.003496111;7.796.138;0;2.108.115;-7.826.112;9.611.544;2.534.594;8.738.613;115.864;1.191.753;9.462.684;1.176.857;-1.965.106;169.485;-10813.47;9.650.782;9.748.363;1.118.871;-4.978.201;0;0;18000
25/11/2021 21:30;1464;2.762.084;-0.59423;-0.04799722;7.917.333;0;2.027.223;-5.803.993;960.657;255;8.841.387;1.165.691;12.114;949.312;1.174.885;-2.639.352;1.501.765;-10795.24;9.593.203;9.610.173;1.106.576;-504.134;0;0;18000
